Title, URL, Index
Napolitano: Why our Supreme Court justices unanimously ... - Fox News,http://www.foxnews.com/opinion/2017/06/29/napolitano-why-our-supreme-court-justices-unanimously-agreed-about-trumps-travel-ban.html,40
Napolitano: Why our Supreme Court justices unanimously agreed about Trump's travel ban,http://www.foxnews.com/opinion/2017/06/29/napolitano-why-our-supreme-court-justices-unanimously-agreed-about-trumps-travel-ban.html,41
Trump signs executive order for 'extreme vetting' of refugees | Fox News,http://www.foxnews.com/politics/2017/01/27/trump-signs-executive-order-for-extreme-vetting-refugees.html,42
DHS will continue to enforce Trump's travel ban | Fox News,http://www.foxnews.com/politics/2017/01/29/dhs-will-continue-to-enforce-trumps-travel-ban.html,43
DHS will continue to enforce Trump's travel ban,http://www.foxnews.com/politics/2017/01/29/dhs-will-continue-to-enforce-trumps-travel-ban.html,44
Protests against travel ban continue for second straight day,http://www.foxnews.com/politics/2017/01/29/protests-against-travel-ban-continue-for-second-straight-day.html,45
Protests erupt at airports around the U.S. following Trump travel ban ...,http://www.foxnews.com/politics/2017/01/29/protests-erupt-at-airports-around-u-s-following-trump-travel-ban.html,46
Protests erupt at airports around the U.S. following Trump travel ban,http://www.foxnews.com/politics/2017/01/29/protests-erupt-at-airports-around-u-s-following-trump-travel-ban.html,47
Trump says top priority is to 'protect and serve' America amid - Fox News,http://www.foxnews.com/politics/2017/01/29/trump-say-top-priority-is-to-protect-and-serve-america-amid-backlash-over-extreme-vetting.html,48
House Dems demand meeting with DHS chief over Trump travel ban ...,http://www.foxnews.com/politics/2017/01/30/house-dems-reportedly-demand-meeting-with-dhs-chief-over-trump-travel-ban.html,49
House Dems demand meeting with DHS chief over Trump travel ban,http://www.foxnews.com/politics/2017/01/30/house-dems-reportedly-demand-meeting-with-dhs-chief-over-trump-travel-ban.html,50
Some Muslim-American activists back Trump's extreme ... - Fox News,http://www.foxnews.com/politics/2017/01/30/some-muslim-american-activists-back-trumps-extreme-vetting.html,51
Trump's travel decree: What it means and how it works | Fox News,http://www.foxnews.com/politics/2017/01/30/trumps-travel-decree-what-it-means-and-how-it-works.html,52
Some Sept. 11 families speak out against Trump's travel ban,http://www.foxnews.com/politics/2017/01/31/some-sept-11-families-speak-out-against-trumps-travel-ban.html,53
Trump admin reportedly will allow 872 refugees into US despite travel ban,http://www.foxnews.com/politics/2017/01/31/trump-admin-reportedly-will-allow-872-refugees-into-us-despite-travel-ban.html,54
Trump on travel restrictions: 'Call it what you want',http://www.foxnews.com/politics/2017/02/01/trump-on-travel-restrictions-call-it-what-want.html,55
Judge declines to extend Trump travel ban restraining order,http://www.foxnews.com/politics/2017/02/03/judge-declines-to-extend-trump-travel-ban-restraining-order.html,56
Federal judge in Seattle temporarily halts Trump's ... - Fox News,http://www.foxnews.com/politics/2017/02/03/us-judge-temporarily-blocks-trumps-travel-ban-from-majority-muslim-countries.html,57
Appeals court denies Trump request to immediately ... - Fox News,http://www.foxnews.com/politics/2017/02/05/appeals-court-denies-trump-request-to-immediately-reinstate-travel-ban.html,58
Appeals court denies Trump request to immediately reinstate travel ban,http://www.foxnews.com/politics/2017/02/05/appeals-court-denies-trump-request-to-immediately-reinstate-travel-ban.html,59
Justice Department appeals judge's order temporarily ... - Fox News,http://www.foxnews.com/politics/2017/02/05/justice-department-appeals-judges-order-temporarily-blocking-trumps-travel-ban.html,60
Justice Department appeals judge's order temporarily blocking Trump's travel ban,http://www.foxnews.com/politics/2017/02/05/justice-department-appeals-judges-order-temporarily-blocking-trumps-travel-ban.html,61
Justice Department asks appeals court to restore Trump travel ban,http://www.foxnews.com/politics/2017/02/06/justice-department-asks-appeals-court-to-restore-trump-travel-ban.html,62
States say lifting halt on Trump's travel ban would 'unleash ... - Fox News,http://www.foxnews.com/politics/2017/02/06/states-say-lifting-halt-on-trumps-travel-ban-would-unleash-chaos.html,63
States say lifting halt on Trump's travel ban would 'unleash chaos',http://www.foxnews.com/politics/2017/02/06/states-say-lifting-halt-on-trumps-travel-ban-would-unleash-chaos.html,64
"Conway: Travel ban part of Trump's 'responsibility,' 'authority' - Fox News",http://www.foxnews.com/politics/2017/02/07/conway-travel-ban-part-trumps-responsibility-authority-and-duty.html,65
"Conway: Travel ban part of Trump's 'responsibility,' 'authority' and 'duty'",http://www.foxnews.com/politics/2017/02/07/conway-travel-ban-part-trumps-responsibility-authority-and-duty.html,66
Justice Department argues for restoration of Trump travel ban | Fox ...,http://www.foxnews.com/politics/2017/02/07/justice-department-argues-for-restoration-trump-travel-ban.html,67
Justice Department argues for restoration of Trump travel ban,http://www.foxnews.com/politics/2017/02/07/justice-department-argues-for-restoration-trump-travel-ban.html,68
"As court mulls ruling on travel ban, legal experts say edge may favor states",http://www.foxnews.com/politics/2017/02/08/as-court-mulls-ruling-on-travel-ban-legal-experts-say-edge-may-favor-states.html,69
"Trump mounts public defense of immigration order, blasts ... - Fox News",http://www.foxnews.com/politics/2017/02/08/trump-mounts-public-defense-immigration-order-blasts-political-courts.html,70
White House fires back at immigration order critics with list of terror arrests,http://www.foxnews.com/politics/2017/02/08/white-house-fires-back-at-immigration-order-critics-with-list-terror-arrests.html,71
Stephen Miller: Coverage of Trump travel ban 'dishonest ... - Fox News,http://www.foxnews.com/politics/2017/02/09/stephen-miller-coverage-trump-travel-ban-dishonest-false-and-wrong.html,72
"Stephen Miller: Coverage of Trump travel ban 'dishonest,' 'false,' and 'wrong'",http://www.foxnews.com/politics/2017/02/09/stephen-miller-coverage-trump-travel-ban-dishonest-false-and-wrong.html,73
Conway says court ruling on Trump travel ban 'does not affect the merits at all',http://www.foxnews.com/politics/2017/02/10/conway-says-court-ruling-on-trump-travel-ban-does-not-affect-merits-at-all.html,74
"Clinton trolls Trump on court case, Conway swipes back",http://www.foxnews.com/politics/2017/02/10/conway-takes-swipe-at-hillary-clinton-on-twitter.html,75
Trump reportedly considers new immigration order after court defeat,http://www.foxnews.com/politics/2017/02/10/trump-reportedly-considers-new-immigration-order-after-court-defeat.html,76
"Trump seizes on omission in court's travel ban ruling, plots ... - Fox News",http://www.foxnews.com/politics/2017/02/10/trump-seizes-on-omission-in-courts-travel-ban-ruling-plots-next-move.html,77
"Trump seizes on omission in court's travel ban ruling, plots next move",http://www.foxnews.com/politics/2017/02/10/trump-seizes-on-omission-in-courts-travel-ban-ruling-plots-next-move.html,78
"Trump vows more 'security' action next week, amid immigration court fight",http://www.foxnews.com/politics/2017/02/10/trump-vows-more-security-action-next-week-amid-immigration-court-fight.html,79
Trump notes ‘dangerous’ uptick in refugees since courts ruled against travel ban,http://www.foxnews.com/politics/2017/02/11/trump-says-77-percent-refugees-from-dangerous-countries-since-court-halted-his-travel-ban.html,80
Trump adviser Miller says new executive orders on immigration an 'option',http://www.foxnews.com/politics/2017/02/12/trump-adviser-miller-says-new-executive-orders-on-illegal-immigration-option.html,81
"Trump ally rips into Priebus, blames him for chaotic travel ban rollout",http://www.foxnews.com/politics/2017/02/13/trump-ally-rips-into-priebus-blames-him-for-chaotic-travel-ban-rollout.html,82
Federal judge grants injunction against Trump travel ban ... - Fox News,http://www.foxnews.com/politics/2017/02/14/federal-judge-grants-injunction-against-trump-travel-ban-in-virginia.html,83
Federal judge grants injunction against Trump travel ban in Virginia,http://www.foxnews.com/politics/2017/02/14/federal-judge-grants-injunction-against-trump-travel-ban-in-virginia.html,84
fox news poll: sharp division along political lines on trump's travel ban,http://www.foxnews.com/politics/2017/02/14/fox-news-poll-sharp-division-along-political-lines-on-trumps-travel-ban.html,85
Seattle judge says Trump travel ban case can proceed in lower court,http://www.foxnews.com/politics/2017/02/14/seattle-judge-says-trump-travel-ban-case-can-proceed-in-lower-court.html,86
Syria's Assad says Trump travel ban against 'terrorists',http://www.foxnews.com/politics/2017/02/16/syrias-assad-says-trump-travel-ban-against-terrorists.html,87
Trump seeks pause in legal fight with revised travel ban,http://www.foxnews.com/politics/2017/02/16/trump-seeks-pause-in-legal-fight-with-revised-travel-ban.html,88
"Revised travel ban targets same seven countries, exempts ... - Fox News",http://www.foxnews.com/politics/2017/02/20/revised-travel-ban-targets-same-seven-countries-exempts-green-card-holders.html,89
"Revised travel ban targets same seven countries, exempts green card holders",http://www.foxnews.com/politics/2017/02/20/revised-travel-ban-targets-same-seven-countries-exempts-green-card-holders.html,90
Supreme Court hears border shooting case as Trump's travel ban awaits,http://www.foxnews.com/politics/2017/02/21/supreme-court-hears-border-shooting-case-as-trumps-travel-ban-awaits.html,91
Trump adviser says new travel ban will have 'same basic ... - Fox News,http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.html,92
Trump adviser says new travel ban will have 'same basic policy outcome',http://www.foxnews.com/politics/2017/02/21/trump-adviser-says-new-travel-ban-will-have-same-basic-policy-outcome.html,93
Trump rejects DHS intelligence report on travel ban | Fox News,http://www.foxnews.com/politics/2017/02/25/trump-rejects-dhs-intelligence-report-on-travel-ban.html,94
Trump rejects DHS intelligence report on travel ban,http://www.foxnews.com/politics/2017/02/25/trump-rejects-dhs-intelligence-report-on-travel-ban.html,95
Former CIA Director Brennan downplays significance of travel ban,http://www.foxnews.com/politics/2017/02/27/former-cia-director-brennan-downplays-significance-travel-ban.html,96
"New travel ban coming in days, Pence says",http://www.foxnews.com/politics/2017/03/01/new-travel-ban-coming-in-days-pence-says.html,97
"Trump administration pushes back signing new travel ban, official says",http://www.foxnews.com/politics/2017/03/01/trump-administration-pushes-back-signing-new-travel-ban-official-says.html,98
Trump expected to sign new travel ban into US by early next week,http://www.foxnews.com/politics/2017/03/04/trump-expected-to-sign-new-travel-ban-into-us-by-early-next-week.html,99
GOP lawmakers get behind Trump immigration order reboot amid new legal threats,http://www.foxnews.com/politics/2017/03/06/gop-lawmakers-get-behind-trump-immigration-order-reboot-amid-new-legal-threats.html,100
Live blog: Trump administration announces travel ban revision,http://www.foxnews.com/politics/2017/03/06/live-blog-trump-administration-announces-travel-ban-revision.html,101
Trump set to sign revised travel ban order,http://www.foxnews.com/politics/2017/03/06/trump-set-to-sign-revised-travel-ban-order.html,102
"Trump signs new immigration order, narrows scope of travel ban | Fox ...",http://www.foxnews.com/politics/2017/03/06/trump-signs-new-immigration-order-narrows-scope-travel-ban.html,103
"Trump signs new immigration order, narrows scope of travel ban",http://www.foxnews.com/politics/2017/03/06/trump-signs-new-immigration-order-narrows-scope-travel-ban.html,104
Trump set to sign revised travel ban order | Fox News,http://www.foxnews.com/politics/2017/03/06/trump-to-reportedly-sign-revised-travel-ban-order.html,105
Live blog: Trump administration announces travel ban ... - Fox News,http://www.foxnews.com/politics/2017/03/06/watch-live-trump-administration-to-announce-travel-ban-revision.html,106
Justice Department wants appeal of Trump's old travel ban tossed,http://www.foxnews.com/politics/2017/03/07/justice-department-wants-appeal-trumps-old-travel-ban-tossed.html,107
Trump's travel ban overshadowed by ... Trump's wiretapping claim (and press excluded),http://www.foxnews.com/politics/2017/03/07/trumps-travel-ban-overshadowed-by-trumps-wiretapping-claim-and-press-excluded.html,108
Hawaii plans to fight President Trump's 'Muslim Ban 2.0',http://www.foxnews.com/politics/2017/03/08/hawaii-plans-to-fight-president-trumps-muslim-ban-2-0.html,109
Hawaii plans to fight President Trump's 'Muslim Ban 2.0' | Fox News,http://www.foxnews.com/politics/2017/03/08/hawaii-plans-to-fight-president-trumps-revised-travel-ban.html,110
Hawaii sues to block Trump's revised travel ban,http://www.foxnews.com/politics/2017/03/08/hawaii-sues-to-block-trumps-revised-travel-ban.html,111
Legal challenges to Trump's travel ban mount from US states | Fox News,http://www.foxnews.com/politics/2017/03/09/legal-challenges-to-trumps-travel-ban-mount-from-us-states.html,112
Legal challenges to Trump's travel ban mount from US states,http://www.foxnews.com/politics/2017/03/09/legal-challenges-to-trumps-travel-ban-mount-from-us-states.html,113
New Trump travel ban can't be enforced on Syrian family ... - Fox News,http://www.foxnews.com/politics/2017/03/10/new-trump-travel-ban-cant-be-enforced-on-syrian-family-trying-to-flee-to-wisconsin-judge-says.html,114
"New Trump travel ban can't be enforced on Syrian family trying to flee to Wisconsin, judge says",http://www.foxnews.com/politics/2017/03/10/new-trump-travel-ban-cant-be-enforced-on-syrian-family-trying-to-flee-to-wisconsin-judge-says.html,115
Federal judge in Hawaii halts Trump travel ban,http://www.foxnews.com/politics/2017/03/15/federal-judge-in-hawaii-halts-trump-travel-ban.html,116
Federal judge in Hawaii halts Trump travel ban | Fox News,http://www.foxnews.com/politics/2017/03/15/federal-judge-in-hawaii-puts-trump-travel-ban-on-hold.html,117
Trump lashes out at latest travel ban ruling: 'It makes us look weak!',http://www.foxnews.com/politics/2017/03/15/trump-lashes-out-at-latest-travel-ban-ruling-it-makes-us-look-weak.html,118
Republican-appointed judges on 9th Circuit voice support for Trump travel ban,http://www.foxnews.com/politics/2017/03/16/republican-appointed-judges-on-9th-circuit-voice-support-for-trump-travel-ban.html,119
Trump administration to appeal travel ban ruling by Maryland judge,http://www.foxnews.com/politics/2017/03/17/trump-administration-to-appeal-travel-ban-ruling-by-maryland-judge.html,120
Trump admin challenges Hawaii judge's halt on new travel ban | Fox ...,http://www.foxnews.com/politics/2017/03/18/trump-admin-challenges-hawaii-judge-s-halt-on-new-travel-ban.html,121
Trump admin challenges Hawaii judge’s halt on new travel ban,http://www.foxnews.com/politics/2017/03/18/trump-admin-challenges-hawaii-judge-s-halt-on-new-travel-ban.html,122
Judge denies request to limit order halting Trump's travel ban | Fox News,http://www.foxnews.com/politics/2017/03/19/hawaii-denies-request-to-limit-halt-to-trumps-travel-ban.html,123
Judge denies request to limit order halting Trump's travel ban,http://www.foxnews.com/politics/2017/03/19/judge-denies-request-to-limit-order-halting-trumps-travel-ban.html,124
Gorsuch rebuffs Leahy on Trump travel ban questions | Fox News,http://www.foxnews.com/politics/2017/03/21/gorsuch-rebuffs-leahy-on-trump-travel-ban-questions.html,125
Gorsuch rebuffs Leahy on Trump travel ban questions,http://www.foxnews.com/politics/2017/03/21/gorsuch-rebuffs-leahy-on-trump-travel-ban-questions.html,126
Trump travel ban: Administration appeals Hawaii judge's ... - Fox News,http://www.foxnews.com/politics/2017/03/30/trump-travel-ban-administration-appeals-hawaii-judges-new-ruling-blocking-ban.html,127
Trump travel ban: Administration appeals Hawaii judge's new ruling blocking ban,http://www.foxnews.com/politics/2017/03/30/trump-travel-ban-administration-appeals-hawaii-judges-new-ruling-blocking-ban.html,128
Trump travel ban: Hawaii judge extends hold on ... - Fox News,http://www.foxnews.com/politics/2017/03/30/trump-travel-ban-hawaii-judge-extends-hold-on-implementing-executive-order.html,129
Trump travel ban: Hawaii judge extends hold on implementing executive order,http://www.foxnews.com/politics/2017/03/30/trump-travel-ban-hawaii-judge-extends-hold-on-implementing-executive-order.html,130
Trump travel ban defended by 15-state coalition led by ... - Fox News,http://www.foxnews.com/politics/2017/04/10/trump-travel-ban-defended-by-15-state-coalition-led-by-texas-ag.html,131
Trump travel ban defended by 15-state coalition led by Texas AG,http://www.foxnews.com/politics/2017/04/10/trump-travel-ban-defended-by-15-state-coalition-led-by-texas-ag.html,132
Father of fallen Muslim-American soldier decries travel ban,http://www.foxnews.com/politics/2017/04/20/father-fallen-muslim-american-soldier-decries-travel-ban.html,133
Hawaii lawmakers slam Sessions over remarks about travel ban judge,http://www.foxnews.com/politics/2017/04/20/hawaii-lawmakers-slam-sessions-over-remarks-about-travel-ban-judge.html,134
"Trump eyes bid to split up 9th Circuit court amid sanctuary city, travel ban disputes",http://www.foxnews.com/politics/2017/04/27/trump-eyes-bid-to-split-up-9th-circuit-court-amid-sanctuary-city-travel-ban-disputes.html,135
Trump travel ban: Appeals court casts skeptical eye at ... - Fox News,http://www.foxnews.com/politics/2017/05/08/trump-travel-ban-appeals-court-casts-skeptical-eye-at-revised-order.html,136
Trump travel ban: Appeals court casts skeptical eye at revised order,http://www.foxnews.com/politics/2017/05/08/trump-travel-ban-appeals-court-casts-skeptical-eye-at-revised-order.html,137
Trump travel ban: Appeals court takes first look at revised ... - Fox News,http://www.foxnews.com/politics/2017/05/08/trump-travel-ban-appeals-court-takes-first-look-at-revised-order.html,138
Trump travel ban: Appeals court takes first look at revised order,http://www.foxnews.com/politics/2017/05/08/trump-travel-ban-appeals-court-takes-first-look-at-revised-order.html,139
Yates takes heat over refusal to defend Trump travel ban,http://www.foxnews.com/politics/2017/05/08/yates-takes-heat-over-refusal-to-defend-trump-travel-ban.html,140
"'Additional vetting' already happening, DHS officials say",http://www.foxnews.com/politics/2017/05/09/additional-vetting-already-happening-dhs-officials-say.html,141
'Muslim ban' language scrubbed from Trump campaign website | Fox ...,http://www.foxnews.com/politics/2017/05/09/muslim-ban-language-scrubbed-from-trump-campaign-website.html,142
'Muslim ban' language scrubbed from Trump campaign website,http://www.foxnews.com/politics/2017/05/09/muslim-ban-language-scrubbed-from-trump-campaign-website.html,143
Ninth Circuit: Critics want to split up 'nutty' court that will hear Trump's travel ban,http://www.foxnews.com/politics/2017/05/09/ninth-circuit-critics-want-to-split-up-nutty-court-that-will-hear-trumps-travel-ban.html,144
Trump travel ban: Bill Clinton-appointed judges to decide ... - Fox News,http://www.foxnews.com/politics/2017/05/09/trump-travel-ban-bill-clinton-appointed-judges-to-decide-hawaii-appeal.html,145
Trump travel ban: Bill Clinton-appointed judges to decide Hawaii appeal,http://www.foxnews.com/politics/2017/05/09/trump-travel-ban-bill-clinton-appointed-judges-to-decide-hawaii-appeal.html,146
Trump's travel ban lands in Seattle appellate court | Fox News,http://www.foxnews.com/politics/2017/05/15/trumps-travel-ban-lands-in-seattle-appellate-court.html,147
Trump's travel ban lands in Seattle appellate court,http://www.foxnews.com/politics/2017/05/15/trumps-travel-ban-lands-in-seattle-appellate-court.html,148
Trump travel ban faces skeptical panel in 9th Circuit hearing | Fox News,http://www.foxnews.com/politics/2017/05/15/trump-travel-ban-faces-skeptical-panel-in-9th-circuit-hearing.html,149
Trump travel ban faces skeptical panel in 9th Circuit hearing,http://www.foxnews.com/politics/2017/05/15/trump-travel-ban-faces-skeptical-panel-in-9th-circuit-hearing.html,150
Trump travel ban blocked by Va.-based federal appeals court | Fox News,http://www.foxnews.com/politics/2017/05/25/trump-travel-ban-blocked-by-va-based-federal-appeals-court.html,151
Trump travel ban blocked by Va.-based federal appeals court,http://www.foxnews.com/politics/2017/05/25/trump-travel-ban-blocked-by-va-based-federal-appeals-court.html,152
Pence confident Supreme Court will uphold Trump's travel ban,http://www.foxnews.com/politics/2017/06/02/pence-confident-supreme-court-will-uphold-trumps-travel-ban.html,153
Supreme Court could rule within days on lifting temporary stay on travel ban,http://www.foxnews.com/politics/2017/06/02/supreme-court-could-rule-within-days-on-lifting-temporary-stay-on-travel-ban.html,154
Trump administration asks Supreme Court to let revised travel ban ...,http://www.foxnews.com/politics/2017/06/02/trump-administration-asks-supreme-court-to-let-revised-travel-ban-take-effect.html,155
Trump administration asks Supreme Court to let revised travel ban take effect,http://www.foxnews.com/politics/2017/06/02/trump-administration-asks-supreme-court-to-let-revised-travel-ban-take-effect.html,156
Trump uses suspected London terror attacks to again make case for US travel ban,http://www.foxnews.com/politics/2017/06/03/trump-uses-suspected-london-terror-attacks-to-again-make-case-for-us-travel-ban.html,157
Kellyanne Conway's husband swipes at Trump on Twitter,http://www.foxnews.com/politics/2017/06/05/kellyanne-conways-husband-swipes-at-trump-on-twitter.html,158
"Trump rips DOJ for 'watered down' travel ban, seeks swift ... - Fox News",http://www.foxnews.com/politics/2017/06/05/trump-rips-doj-for-watered-down-travel-ban-seeks-swift-court-hearing.html,159
"Trump rips DOJ for 'watered down' travel ban, seeks swift court hearing",http://www.foxnews.com/politics/2017/06/05/trump-rips-doj-for-watered-down-travel-ban-seeks-swift-court-hearing.html,160
'Travel ban' foes threaten to use Trump tweets against him ... - Fox News,http://www.foxnews.com/politics/2017/06/06/travel-ban-foes-threaten-to-use-trump-tweets-against-him-in-court.html,161
'Travel ban' foes threaten to use Trump tweets against him in court,http://www.foxnews.com/politics/2017/06/06/travel-ban-foes-threaten-to-use-trump-tweets-against-him-in-court.html,162
"Trump defends Twitter use, blasts 'MSM' criticism",http://www.foxnews.com/politics/2017/06/06/trump-defends-twitter-use-blasts-msm-criticism.html,163
Reports: Sessions offered to resign amid tensions with Trump,http://www.foxnews.com/politics/2017/06/07/reports-sessions-offered-to-resign-amid-tensions-with-trump.html,164
"Trump ups the ante on Twitter, defying media criticism and his own aides' advice",http://www.foxnews.com/politics/2017/06/07/trump-ups-ante-on-twitter-defying-media-criticism-and-his-own-aides-advice.html,165
9th Circuit rules against Trump travel ban,http://www.foxnews.com/politics/2017/06/12/9th-circuit-rules-against-trump-travel-ban.html,166
9th Circuit rules against Trump travel ban | Fox News,http://www.foxnews.com/politics/2017/06/12/hawaii-urges-court-to-keep-hold-on-trump-travel-ban.html,167
Trump delays effective date of travel ban amid court battle,http://www.foxnews.com/politics/2017/06/14/trump-delays-effective-date-travel-ban-amid-court-battle.html,168
